Rank,Tier,Operator,Skill,Module,Score,Phys DPS,Arts DPS,True DPS,Ele DPS,Wave TTC,Boss TTC,HPS,EHP Phys,Support Value
2483,D,Mizuki,囚徒困境,No Module,17.50,56059.71,0.00,0.00,0.00,1780.70,1800.00,0.00,2637.00,0.00
2484,D,Podenco,花香疗法,DEC-X: 'Amaranthine Nursery',17.49,0.00,58141.44,0.00,0.00,1800.00,1355.24,0.00,1273.00,90.00
2485,D,Goldenglow,RAW,FUN-Y: 梦想终将实现,17.48,0.00,61335.85,0.00,0.00,1800.00,885.34,0.00,1480.00,0.00
2486,D,Proviso,纠纷起诉,No Module,17.48,0.00,58060.80,0.00,0.00,1800.00,1371.30,0.00,1298.00,10.67
2487,D,Enforcer,RAW,"PUS-X: Heaven, Here, Now",17.47,35650.00,0.00,0.00,0.00,379.31,1800.00,0.00,2177.00,0.00
2488,D,Silence,医疗无人机,PHY-Y: Emergency Self-Defense Procedures,17.46,0.00,0.00,0.00,0.00,1800.00,1800.00,62178.85,1715.00,42.00
2489,D,Dagda,精准捕杀,No Module,17.36,79147.07,0.00,0.00,0.00,1800.00,1800.00,0.00,3007.20,0.00
2490,D,April,RAW,MAR-Y: Hi-Fi Headset,17.29,50544.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1470.00,0.00
2491,D,Varkáris,奔流,No Module,17.28,71258.13,0.00,0.00,0.00,1391.57,1800.00,0.00,2622.00,0.00
2492,D,Touch,宛如天启,No Module,17.28,0.00,0.00,0.00,0.00,1800.00,1800.00,35368.42,1360.00,0.00
2493,D,Luo Xiaohei,碎金为刃,No Module,17.13,78647.38,0.00,0.00,0.00,1800.00,1800.00,0.00,3060.00,0.00
2494,D,Snegurochka,RAW,No Module,17.08,31852.80,0.00,0.00,0.00,1800.00,1800.00,0.00,1645.00,0.00
2495,D,Skyfire,RAW,SPC-Y: Fire Retardant Treatment,17.04,0.00,58845.29,0.00,0.00,675.22,1360.83,0.00,1620.00,270.00
2496,D,Goldenglow,RAW,FUN-X: 'Industrious Wings',17.01,0.00,46342.99,0.00,0.00,1800.00,1561.09,0.00,1605.00,0.00
2497,D,Beehunter,急速拳,No Module,16.98,105568.55,0.00,0.00,0.00,1800.00,1800.00,0.00,2435.00,0.00
2498,D,Coldshot,RAW,HUN-X: “桀骜”,16.98,159022.88,0.00,0.00,0.00,1800.00,1800.00,0.00,2060.00,0.00
2499,D,Earthspirit,流沙化,"DEC-Y: Application Forms, To Be Confirmed",16.96,0.00,32336.84,0.00,0.00,1800.00,1800.00,0.00,1335.00,8.00
2500,D,Ascalon,恩赐,No Module,16.96,41300.82,0.00,0.00,0.00,1800.00,1800.00,0.00,1623.00,0.00
2501,D,GreyThroat,RAW,No Module,16.94,42650.16,0.00,0.00,0.00,1800.00,1800.00,0.00,1493.00,0.00
2502,D,Luo Xiaohei,RAW,No Module,16.93,48984.62,0.00,0.00,0.00,1800.00,1800.00,0.00,2040.00,0.00
2503,D,Humus,高效处理,No Module,16.91,31952.08,0.00,0.00,0.00,1764.75,1800.00,0.00,2150.00,0.00
2504,D,Kazemaru,RAW,PUM-X: An Old Thing,16.91,76073.33,0.00,0.00,0.00,1800.00,1800.00,0.00,2372.00,0.00
2505,D,Bobbing,RAW,No Module,16.89,0.00,35680.00,0.00,36572.00,1800.00,837.61,0.00,1305.00,0.00
2506,D,Muelsyse,RAW,No Module,16.80,17730.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1813.00,0.00
2507,D,Valarqvin,RAW,No Module,16.77,0.00,40941.62,0.00,45963.67,1800.00,683.05,0.00,1099.00,0.00
2508,D,Morgan,RAW,No Module,16.76,56466.67,0.00,0.00,0.00,1800.00,1800.00,0.00,3810.00,0.00
2509,D,Hellagur,新月,No Module,16.74,162934.50,0.00,0.00,0.00,1800.00,1800.00,0.00,4525.00,0.00
2510,D,La Pluma,RAW,No Module,16.72,24957.69,0.00,0.00,0.00,946.75,1800.00,0.00,2250.00,0.00
2511,D,Savage,微差爆破,No Module,16.69,44735.85,0.00,0.00,0.00,1281.17,1800.00,0.00,2430.00,0.00
2512,D,Glaucus,RAW,DEC-X: Powered Exoskeleton,16.69,0.00,66694.74,0.00,0.00,1800.00,1196.82,0.00,1387.00,0.00
2513,D,Silence,治疗强化·γ型,No Module,16.66,0.00,0.00,0.00,0.00,1800.00,1800.00,44729.60,1595.00,42.00
2514,D,Executor the Ex Foedere,遗嘱执行,No Module,16.66,50134.52,0.00,0.00,0.00,407.09,1800.00,0.00,2491.00,0.00
2515,D,Shaw,RAW,PUS-Y: Customized Firefighting Suit,16.65,23475.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1975.00,0.00
2516,D,Ceobe,“很冰的斧”,CCR-X: 'Really Dry Bread',16.61,0.00,150558.34,0.00,0.00,1800.00,694.93,0.00,1745.00,0.00
2517,D,Blue Poison,RAW,MAR-Y: Standard Color Chart,16.60,47488.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1230.00,0.00
2518,D,Wanqing,RAW,No Module,16.56,23046.15,0.00,0.00,0.00,1800.00,1800.00,0.00,1667.60,0.00
2519,D,Fartooth,RAW,No Module,16.56,65853.63,0.00,0.00,0.00,1800.00,1800.00,0.00,1522.00,0.00
2520,D,Ling,宁作吾,SUM-Y: Fond Dream with Poetry,16.53,0.00,86007.35,0.00,0.00,1800.00,1276.82,0.00,1229.00,0.00
2521,D,Earthspirit,流沙化,No Module,16.52,0.00,32336.84,0.00,0.00,1800.00,1800.00,0.00,1205.00,5.33
2522,D,Tachanka,倾泻弹药,SWO-X: Machinegun Rack,16.47,204231.20,0.00,0.00,0.00,1589.57,1800.00,0.00,2626.00,0.00
2523,D,Papyrus,巧思乍现,No Module,16.47,0.00,0.00,0.00,0.00,1800.00,1800.00,78458.95,1715.00,0.00
2524,D,Gravel,RAW,EXE-X: Covert Action Toolkit,16.45,0.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1555.00,0.00
2525,D,Astesia,星座守护,AFT-Y: 未卜星图,16.43,0.00,110702.59,0.00,0.00,1800.00,676.35,0.00,2523.00,0.00
2526,D,Record Keeper,RAW,No Module,16.38,0.00,0.00,0.00,0.00,1800.00,1800.00,32691.65,1580.00,0.00
2527,D,Miss.Christine,自由用餐礼仪,PRI-X: “黑色”贩卖机,16.35,0.00,82320.00,0.00,52962.00,861.13,385.66,0.00,1404.00,0.00
2528,D,Goldenglow,RAW,No Module,16.33,0.00,41211.23,0.00,0.00,1800.00,1759.48,0.00,1480.00,0.00
2529,D,May,麻痹弹,No Module,16.31,59667.84,0.00,0.00,0.00,1800.00,1800.00,0.00,1632.00,16.67
2530,D,April,RAW,No Module,16.31,41040.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1280.00,0.00
2531,D,Tecno,关节锁定,No Module,16.30,0.00,74606.25,0.00,0.00,1800.00,1547.28,0.00,2482.50,0.00
2532,D,Flamebringer,歃血,No Module,16.29,83384.00,0.00,0.00,0.00,1800.00,1800.00,0.00,6173.06,0.00
2533,D,Brigid,RAW,No Module,16.20,74800.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2350.00,0.00
2534,D,Insider,RAW,MAR-X: 'The First Surprise',16.16,69520.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1600.00,0.00
2535,D,Myrtle,RAW,No Module,16.16,27076.92,0.00,0.00,0.00,1800.00,1800.00,0.00,1845.00,0.00
2536,D,Pedro,RAW,No Module,16.16,0.00,73731.43,0.00,0.00,1800.00,1566.02,0.00,1580.00,0.00
2537,D,Cutter,RAW,SWO-Y: Replaceable Tool Set,16.12,99938.46,0.00,0.00,0.00,1800.00,1800.00,0.00,2470.00,0.00
2538,D,Blue Poison,RAW,No Module,16.10,37600.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1230.00,0.00
2539,D,Provence,狼眼,ARC-X: Tail-Care Suit,16.10,102972.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1680.00,0.00
2540,D,Gravel,RAW,No Module,16.08,0.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1420.00,0.00
2541,D,Archetto,箭矢·追猎,No Module,16.04,97704.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1705.00,0.00
2542,D,Ling,重进酒,SUM-Y: Fond Dream with Poetry,16.02,0.00,69559.00,0.00,0.00,1800.00,1146.18,0.00,1229.00,0.00
2543,D,Ботани,静域回声,RIT-X: 昨日、今日、明日,16.00,0.00,46795.56,0.00,44306.53,1389.03,576.12,0.00,1225.00,0.00
2544,D,Enforcer,RAW,No Module,15.96,27650.00,0.00,0.00,0.00,1630.67,1800.00,0.00,1937.00,0.00
2545,D,FEater,崩拳式,No Module,15.94,43500.00,0.00,0.00,0.00,1449.19,1800.00,0.00,1845.00,0.00
2546,D,Goldenglow,火花四溅,FUN-Y: 梦想终将实现,15.94,0.00,88277.77,0.00,0.00,1800.00,604.52,0.00,1480.00,0.00
2547,D,Frostleaf,RAW,No Module,15.92,39724.14,0.00,0.00,0.00,1800.00,1800.00,0.00,2260.00,0.00
2548,D,Mizuki,唤醒,AMB-X: Entreaty of the Herald,15.91,91086.14,0.00,0.00,0.00,401.06,1480.41,0.00,2967.00,0.00
2549,D,Windflit,此身为筑,No Module,15.90,0.00,137498.40,0.00,0.00,1800.00,1085.49,0.00,2600.00,0.00
2550,D,Podenco,花香疗法,No Module,15.89,0.00,46734.82,0.00,0.00,1800.00,1721.84,0.00,1163.00,90.00
2551,D,Highmore,回首，断舍,REA-X: 'Weighing Anchor',15.86,46661.35,0.00,0.00,0.00,440.06,1800.00,0.00,2420.00,0.00
2552,D,Tomimi,RAW,No Module,15.80,0.00,145200.00,0.00,0.00,1800.00,743.44,0.00,1920.00,0.00
2553,D,Dorothy,危险目标清除,TRP-Y: Story Book,15.78,70829.18,88367.25,0.00,0.00,1377.16,799.08,0.00,1657.00,0.00
2554,D,Proviso,RAW,DEC-X: Deszcz's Graduate Memento,15.78,0.00,50342.64,0.00,0.00,1800.00,1596.14,0.00,1418.00,0.00
2555,D,Cliffheart,锁链勾爪,HOK-X: 'Reach the Top',15.75,94523.64,0.00,0.00,0.00,1800.00,1800.00,0.00,1970.00,0.00
2556,D,Corroserum,传导蚀滞弹,No Module,15.74,0.00,50317.24,0.00,0.00,816.65,1596.96,0.00,1572.00,22.84
2557,D,Вий,“以鲜血洗去”,MSC-Y: 军械库,15.72,0.00,137841.44,0.00,0.00,1800.00,784.97,0.00,1690.00,0.00
2558,D,Pozëmka,点题,ARC-Y: Typewriter Ribbon,15.68,169330.38,0.00,0.00,0.00,1800.00,931.99,0.00,1972.00,0.00
2559,D,Cairn,震撼型指路,No Module,15.68,35362.50,0.00,0.00,58080.75,1800.00,1063.21,0.00,3483.00,0.00
2560,D,Caper,乐趣加倍,LPS-X: 暖意的归宿,15.67,155421.12,0.00,0.00,0.00,1800.00,1800.00,0.00,2380.00,0.00
2561,D,Caper,RAW,No Module,15.66,89700.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2200.00,0.00
2562,D,Fang,RAW,No Module,15.64,2142.86,0.00,0.00,0.00,1800.00,1800.00,0.00,1325.00,0.00
2563,D,Heavyrain,群体迷彩,No Module,15.63,14300.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1649.00,0.00
2564,D,Greyy the Lightningbearer,晨曦信标,BOM-X: Experimental ECU Prototype,15.59,90822.11,0.00,0.00,0.00,619.88,1800.00,0.00,1970.00,5.33
2565,D,Vanilla,RAW,No Module,15.59,7148.57,0.00,0.00,0.00,1800.00,1800.00,0.00,1270.00,0.00
2566,D,Grain Buds,RAW,DEC-X: On the Field,15.57,0.00,48807.07,0.00,0.00,1800.00,1647.37,0.00,1380.00,0.00
2567,D,Вий,RAW,MSC-Y: 军械库,15.56,0.00,113546.40,0.00,0.00,1800.00,960.20,0.00,1690.00,0.00
2568,D,Ashlock,专注轰击,No Module,15.53,36124.08,0.00,0.00,0.00,593.49,1800.00,0.00,3207.00,0.00
2569,D,Nowell,RAW,No Module,15.50,0.00,0.00,0.00,0.00,1800.00,1800.00,35631.16,1367.00,0.00
2570,D,Ascalon,RAW,AMB-X: 'Hidden Blade',15.48,19998.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1893.00,0.00
2571,D,Bison,防御力强化·γ型,PRO-X: 'The Journey Thus Far',15.48,13750.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,0.00
2572,D,Glaucus,RAW,No Module,15.46,0.00,52732.63,0.00,0.00,1800.00,1522.34,0.00,1267.00,0.00
2573,D,Kazemaru,RAW,No Module,15.45,52266.67,0.00,0.00,0.00,1800.00,1800.00,0.00,2372.00,0.00
2574,D,Beeswax,RAW,PLX-X: 'Beeswax's Blessing',15.43,0.00,0.00,0.00,0.00,1800.00,1800.00,0.00,4585.05,0.00
2575,D,Mulberry,治愈云雾,No Module,15.41,0.00,0.00,0.00,0.00,1800.00,1800.00,46845.89,1367.00,0.00
2576,D,Timeslot,攻击力强化·γ型,No Module,15.35,0.00,46281.85,0.00,0.00,1800.00,1517.61,0.00,1450.00,1.50
2577,D,Viviana,光影迅捷剑,No Module,15.32,0.00,128266.14,0.00,0.00,1800.00,853.29,0.00,2920.00,0.00
2578,D,Meteor,RAW,MAR-X: Hunter's Knife,15.28,74760.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1550.00,0.00
2579,D,May,RAW,MAR-X: Novice Detective's Gift Bag,15.26,70858.31,0.00,0.00,0.00,1800.00,1800.00,0.00,1632.00,0.00
2580,D,Morgan,街头好手,No Module,15.25,89408.67,0.00,0.00,0.00,1800.00,1800.00,0.00,4267.20,0.00
2581,D,Lutonada,RAW,No Module,15.25,70437.50,0.00,0.00,0.00,1800.00,1800.00,0.00,4189.00,0.00
2582,D,Fuze,霰射炸药,No Module,15.21,41063.40,0.00,0.00,0.00,1195.88,1800.00,0.00,2660.00,0.00
2583,D,Ascalon,RAW,AMB-Y: “阿斯卡纶的眼睛”,15.11,20761.71,0.00,0.00,0.00,1800.00,1800.00,0.00,1785.30,0.00
2584,D,Warfarin,RAW,No Module,15.11,0.00,0.00,0.00,0.00,1800.00,1800.00,28350.88,1520.00,0.00
2585,D,Kafka,怪异魔方,EXE-Y: Rubik's Cube Pendant,15.10,48008.40,0.00,0.00,0.00,1449.59,1800.00,0.00,1795.00,0.00
2586,D,Bison,防御力强化·γ型,No Module,15.06,13750.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,0.00
2587,D,Almond,强力牵引,HOK-X: 'Capstone Project',15.05,41700.74,0.00,0.00,0.00,1800.00,1800.00,0.00,2410.00,0.00
2588,D,Wulfenite,“顽石专用”,TRP-Y: 矿石展览柜,15.04,77423.53,0.00,0.00,0.00,1593.20,1800.00,0.00,1450.00,0.00
2589,D,Touch,慨赠,No Module,14.98,0.00,0.00,0.00,0.00,1800.00,1800.00,35368.42,1360.00,0.00
2590,D,Thorns the Lodestar,度算浪波,No Module,14.96,0.00,0.00,0.00,0.00,1800.00,1800.00,28268.40,1173.00,-25.00
2591,D,Вий,“自呼号生发”,MSC-Y: 军械库,14.96,0.00,155015.52,0.00,0.00,1800.00,694.16,0.00,1690.00,0.00
2592,D,Liskarm,充能防御,SPT-X: Stunner's Storage,14.95,33925.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,0.00
2593,D,Ling,宁作吾,No Module,14.87,0.00,77784.85,0.00,0.00,1800.00,1415.24,0.00,1079.00,0.00
2594,D,Vigil,RAW,TAC-Y: 时光不再,14.86,76032.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1905.00,0.00
2595,D,Myrrh,RAW,No Module,14.82,0.00,0.00,0.00,0.00,1800.00,1800.00,41768.42,1420.00,0.00
2596,D,Provence,狼眼,No Module,14.82,89352.12,0.00,0.00,0.00,1800.00,1800.00,0.00,1680.00,0.00
2597,D,Warfarin,不稳定血浆,PHY-X: Emergency Reserves,14.82,0.00,0.00,0.00,0.00,1800.00,1800.00,60450.78,2448.00,0.00
2598,D,Closure,RAW,TAC-X: 给自己的小奖杯,14.81,24408.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1942.00,0.00
2599,D,Dorothy,危险目标清除,TRP-X: 梦中人,14.81,66601.41,85432.48,0.00,0.00,1448.72,827.70,0.00,1502.00,0.00
2600,D,Proviso,RAW,No Module,14.79,0.00,38707.20,0.00,0.00,1800.00,1800.00,0.00,1298.00,0.00
2601,D,Blacknight,安眠,No Module,14.78,16688.16,0.00,0.00,0.00,1800.00,1800.00,0.00,1625.00,0.00
2602,D,Aphrissa,RAW,BLA-Y: 第三相态,14.76,0.00,108039.72,0.00,0.00,503.28,990.08,0.00,1860.00,0.00
2603,D,Grain Buds,RAW,No Module,14.72,0.00,39612.63,0.00,0.00,1800.00,1800.00,0.00,1260.00,0.00
2604,D,Highmore,回首，断舍,No Module,14.63,44561.63,0.00,0.00,0.00,462.41,1800.00,0.00,2120.00,0.00
2605,D,Ling,重进酒,No Module,14.58,0.00,62909.00,0.00,0.00,1800.00,1270.82,0.00,1079.00,0.00
2606,D,Skyfire,RAW,No Module,14.56,0.00,40832.88,0.00,0.00,1041.76,1800.00,0.00,1620.00,270.00
2607,D,Perfumer,精调,No Module,14.51,0.00,0.00,0.00,0.00,1800.00,1800.00,66021.05,1560.00,0.00
2608,D,Insider,RAW,No Module,14.51,48840.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1440.00,0.00
2609,D,Liskarm,充能防御,No Module,14.50,23958.33,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,0.00
2610,D,Glaucus,双线装填,DEC-X: Powered Exoskeleton,14.47,0.00,82442.11,0.00,0.00,1722.44,950.79,0.00,1387.00,0.00
2611,D,Jackie,全神贯注！,FGT-X: D32 Steel Chair,14.42,75330.06,0.00,0.00,0.00,1800.00,1800.00,0.00,2518.00,0.00
2612,D,Waai Fu,寸劲,EXE-X: The Classic of Hung Mei Wing Chun,14.39,68017.38,0.00,0.00,0.00,1800.00,1800.00,0.00,1550.00,0.00
2613,D,Myrrh,二重治疗,PHY-X: 'Brevity of Life',14.37,0.00,0.00,0.00,0.00,1800.00,1800.00,74865.00,2280.00,0.00
2614,D,Shaw,RAW,No Module,14.34,21000.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1785.00,0.00
2615,D,Ascalon,RAW,No Module,14.32,18498.86,0.00,0.00,0.00,1800.00,1800.00,0.00,1623.00,0.00
2616,D,Bibeak,飞针剑羽,SWO-X: A Well-Made Shirt,14.30,186606.84,0.00,0.00,0.00,1800.00,1800.00,0.00,2550.00,0.00
2617,D,Alliance/Supportive Operator,战术咏唱·双型,RIT-X: 盟约·辅助干员证章,14.30,0.00,52143.70,0.00,40974.39,1285.87,598.89,0.00,1232.00,0.00
2618,D,Astesia,RAW,AFT-Y: 未卜星图,14.21,0.00,88562.07,0.00,0.00,1800.00,862.08,0.00,2523.00,0.00
2619,D,Insider,“解决麻烦”,MAR-X: 'The First Surprise',14.20,161468.27,0.00,0.00,0.00,1629.03,1800.00,0.00,1600.00,0.00
2620,D,Вий,RAW,No Module,14.18,0.00,104640.80,0.00,0.00,1800.00,1044.77,0.00,1500.00,0.00
2621,D,Ботани,RAW,RIT-X: 昨日、今日、明日,14.18,0.00,38996.30,0.00,34315.88,1800.00,730.99,0.00,1225.00,0.00
2622,D,Almond,强力牵引,No Module,14.13,41700.74,0.00,0.00,0.00,1800.00,1800.00,0.00,2130.00,0.00
2623,D,Almond,磁力抓取,HOK-X: 'Capstone Project',14.12,48603.38,0.00,0.00,0.00,1800.00,1800.00,0.00,2410.00,0.00
2624,D,Toddifons,信号矢,No Module,14.05,111016.00,0.00,0.00,0.00,318.95,971.81,0.00,1667.00,0.00
2625,D,Closure,RAW,No Module,14.04,17928.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1762.00,0.00
2626,D,Coldshot,RAW,No Module,14.02,133944.25,0.00,0.00,0.00,1800.00,1800.00,0.00,1855.00,0.00
2627,D,Cliffheart,锁链勾爪,No Module,13.99,69871.57,0.00,0.00,0.00,1800.00,1800.00,0.00,1970.00,0.00
2628,D,Firewhistle,焦土,FOR-X: 'Footprints Growing',13.98,34893.00,0.00,0.00,0.00,616.32,1800.00,0.00,2983.00,0.00
2629,D,Mousse,炸毛,AFT-X: 美爪套装二象性,13.91,0.00,94803.61,0.00,0.00,1800.00,1429.18,0.00,2565.00,0.00
2630,D,Gavial,活力再生,No Module,13.90,0.00,0.00,0.00,0.00,1800.00,1800.00,46951.58,2370.00,36.00
2631,D,Honeyberry,精神护理,No Module,13.81,0.00,0.00,0.00,0.00,1800.00,1800.00,40789.47,1632.96,0.00
2632,D,Pith,RAW,SPC-X: Pith证章,13.71,0.00,92483.79,0.00,0.00,606.57,1149.36,0.00,1950.00,0.00
2633,D,Ботани,静域回声,No Module,13.68,0.00,41047.44,0.00,40103.54,1576.64,648.64,0.00,1092.00,0.00
2634,D,Meteor,RAW,No Module,13.65,56160.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1370.00,0.00
2635,D,Ebenholz,RAW,MSC-Y: 'Theory Expositor',13.65,0.00,165227.40,0.00,0.00,1800.00,680.19,0.00,1853.00,0.00
2636,D,Ceobe,“很热的刀”,No Module,13.62,0.00,56563.41,0.00,0.00,1800.00,1417.04,0.00,1565.00,0.00
2637,D,Whisperain,RAW,No Module,13.60,0.00,0.00,0.00,0.00,1800.00,1800.00,27621.05,1432.00,0.00
2638,D,Diamante,镭射穿凿,PRI-X: 凡石,13.59,0.00,0.00,0.00,138000.00,1610.30,336.16,0.00,1389.00,0.00
2639,D,Kirara,锚点捕捉,No Module,13.56,42685.71,0.00,0.00,0.00,1800.00,1800.00,0.00,4984.00,0.00
2640,D,Provence,RAW,ARC-X: Tail-Care Suit,13.54,102972.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1680.00,0.00
2641,D,Ботани,RAW,No Module,13.51,0.00,34206.20,0.00,31100.21,1800.00,821.56,0.00,1092.00,0.00
2642,D,Miss.Christine,狂饮之宴,PRI-X: “黑色”贩卖机,13.50,0.00,70728.00,0.00,42000.00,611.13,484.32,0.00,1404.00,0.00
2643,D,GreyThroat,回流,MAR-Y: Reflection of a Mother's Love,13.50,114247.58,0.00,0.00,0.00,1800.00,1800.00,0.00,1673.00,0.00
2644,D,Pozëmka,点题,No Module,13.46,152582.62,0.00,0.00,0.00,1800.00,1046.97,0.00,1802.00,0.00
2645,D,Dorothy,危险目标清除,No Module,13.40,55081.41,77435.68,0.00,0.00,1682.66,916.69,0.00,1502.00,0.00
2646,D,May,RAW,No Module,13.37,37366.27,0.00,0.00,0.00,1800.00,1800.00,0.00,1632.00,0.00
2647,D,Diamante,镭射穿凿,No Module,13.36,0.00,0.00,0.00,138000.00,1610.30,336.16,0.00,1309.00,0.00
2648,D,Ju,RAW,SIE-X: 田间吓兽人,13.32,84241.67,0.00,0.00,0.00,643.00,1800.00,0.00,2595.00,0.00
2649,D,Wulfenite,“顽石专用”,No Module,13.31,65678.43,0.00,0.00,0.00,1800.00,1800.00,0.00,1450.00,0.00
2650,D,Вий,“以鲜血洗去”,No Module,13.29,0.00,127030.35,0.00,0.00,1800.00,854.69,0.00,1500.00,0.00
2651,D,Cutter,RAW,No Module,13.28,66707.69,0.00,0.00,0.00,1800.00,1800.00,0.00,2320.00,0.00
2652,D,Jessica,RAW,MAR-Y: Jessica's Order,13.25,51201.28,0.00,0.00,0.00,1800.00,1800.00,0.00,1320.00,0.00
2653,D,Kirara,RAW,No Module,13.23,42685.71,0.00,0.00,0.00,1800.00,1800.00,0.00,2848.00,0.00
2654,D,Skyfire,攻击力强化·γ型,No Module,13.22,0.00,61249.32,0.00,0.00,643.22,1306.14,0.00,1620.00,270.00
2655,D,Humus,RAW,REA-X: Badlands Exotic Toolkit,13.22,23261.54,0.00,0.00,0.00,1026.76,1800.00,0.00,2350.00,0.00
2656,D,Waai Fu,寸劲,No Module,13.19,56823.40,0.00,0.00,0.00,1800.00,1800.00,0.00,1455.00,0.00
2657,D,Almond,磁力抓取,No Module,13.19,48603.38,0.00,0.00,0.00,1800.00,1800.00,0.00,2130.00,0.00
2658,D,Bubble,防御力强化·β型,PRO-X: Bubble's Shining Sword,13.13,13416.67,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,0.00
2659,D,Pith,“书我所书”,SPC-X: Pith证章,13.08,0.00,115974.68,0.00,0.00,462.63,890.62,0.00,1950.00,0.00
2660,D,Vermeil,RAW,MAR-X: 'Still Alive',13.01,42816.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1400.00,0.00
2661,D,Astesia,RAW,No Module,12.94,0.00,70963.20,0.00,0.00,1800.00,1744.40,0.00,2523.00,0.00
2662,D,Goldenglow,火花四溅,FUN-X: 'Industrious Wings',12.86,0.00,67583.53,0.00,0.00,1800.00,1060.16,0.00,1605.00,0.00
2663,D,Alliance/Supportive Operator,RAW,RIT-X: 盟约·辅助干员证章,12.79,0.00,31990.00,0.00,35029.05,1800.00,782.00,0.00,1232.00,0.00
2664,D,Mitm,RAW,TAC-Y: 内敛锋芒,12.79,23236.50,0.00,0.00,0.00,1800.00,1800.00,0.00,1520.00,0.00
2665,D,Carnelian,RAW,No Module,12.77,0.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2106.00,0.00
2666,D,Carnelian,RAW,PLX-Y: Always Have Your Back,12.77,0.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2106.00,0.00
2667,E,Ju,良翼难乘,No Module,12.76,101062.50,0.00,0.00,0.00,516.64,1800.00,0.00,2400.00,0.00
2668,E,Bubble,防御力强化·β型,No Module,12.71,13416.67,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,0.00
2669,E,Aurora,RAW,No Module,12.70,112687.50,0.00,0.00,0.00,1800.00,1800.00,0.00,5436.45,0.00
2670,E,Fiammetta,“你须愧悔”,No Module,12.70,140674.74,0.00,0.00,0.00,368.78,1324.25,0.00,1935.63,0.00
2671,E,Gavial,活力再生·广域,No Module,12.67,0.00,0.00,0.00,0.00,1800.00,1800.00,51284.21,2370.00,36.00
2672,E,Mizuki,唤醒,No Module,12.64,81209.66,0.00,0.00,0.00,1406.70,1800.00,0.00,2637.00,0.00
2673,E,Rosa,雪崩击,No Module,12.56,71349.33,0.00,0.00,0.00,534.87,1049.66,0.00,1755.00,15.79
2674,E,Вий,“自呼号生发”,No Module,12.54,0.00,142857.44,0.00,0.00,1800.00,756.20,0.00,1500.00,0.00
2675,E,Provence,RAW,No Module,12.51,89352.12,0.00,0.00,0.00,1800.00,1800.00,0.00,1680.00,0.00
2676,E,Laios,威吓战法,No Module,12.46,93032.00,0.00,0.00,0.00,1800.00,1800.00,0.00,3868.00,0.00
2677,E,Executor,RAW,RPR-X: 执行者随身包,12.46,129696.00,0.00,0.00,0.00,405.50,1579.53,0.00,2330.00,0.00
2678,E,Jackie,全神贯注！,No Module,12.46,61209.78,0.00,0.00,0.00,1800.00,1800.00,0.00,2378.00,0.00
2679,E,Humus,RAW,No Module,12.45,21876.92,0.00,0.00,0.00,1800.00,1800.00,0.00,2150.00,0.00
2680,E,Grani,防御力强化·γ型,No Module,12.44,35280.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2235.00,0.00
2681,E,Ch'en the Holungday,RAW,RPR-X: 沙滩战斗套装,12.43,74809.95,0.00,0.00,0.00,784.40,1800.00,0.00,2501.00,0.00
2682,E,Cuora,防御力强化·β型,PRO-X: Super Baseball Suit,12.43,12458.33,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,0.00
2683,E,Arene,小玩笑,No Module,12.39,97306.26,0.00,0.00,0.00,1800.00,1800.00,0.00,2250.00,0.00
